CountryName,Year,Value,hash
HND,1995,35,2334f5
HUN,1995,40.4,49cfca
ISL,1995,70.5,c0e277
IND,1995,35.4,caba0e
IDN,1995,50.9,01d2b2
IRN,1995,10.4,65b54b
IRQ,1995,11.7,6dcf08
IRL,1995,39.6,6bfada
ISR,1995,45.6,05f5ff
ITA,1995,33.4,e37227
JAM,1995,66.7,18951a
JPN,1995,50,1d63f4
JOR,1995,11.9,5ea2e6
KAZ,1995,62.7,9db19a
KEN,1995,66.6,3821e2
KWT,1995,40.7,852558
KGZ,1995,57.8,43490c
LAO,1995,80,57d789
LVA,1995,53.1,23bb98
LBN,1995,18.4,31aefe
LSO,1995,67.6,4e1bcc
LBR,1995,57.5,d37e11
LBY,1995,21.9,d4cc74
LTU,1995,55.5,60552d
LUX,1995,35.3,444658
MKD,1995,42.8,1665e0
MDG,1995,84,577c39
MWI,1995,75.8,1f3b2a
MYS,1995,42.6,d7429f
MDV,1995,28.2,80eec7
MLI,1995,37,a6c850
MLT,1995,28.1,98d34e
MRT,1995,20,072fe7
MUS,1995,39.1,4bf6b5
MEX,1995,37.9,79b0df
MNG,1995,54.8,950902
MNE,1995,44,121ea2
MOZ,1995,86.8,5310f8
MMR,1995,72.8,bea07f
NAM,1995,48.9,599a38
NPL,1995,80,4e0a5c
NLD,1995,47.4,f71350
NZL,1995,55.2,5063c8
NIC,1995,33.4,088b04
NER,1995,30.8,608cbc
NGA,1995,41.7,56c35f
NOR,1995,56.1,55dea1
OMN,1995,19.5,84e914
PAK,1995,12.5,6140ed
PAN,1995,42.8,ad2967
PNG,1995,69.7,70fe60
PRY,1995,55.9,e6798e
PER,1995,51.2,dd9d37
PHL,1995,49.5,28bd2d
POL,1995,51.1,98d080
PRT,1995,49.3,37d9d6
QAT,1995,42.3,f30565
KOR,1995,48.5,ad0d4c
MDA,1995,58.9,835374
ROU,1995,56,809270
RUS,1995,52.7,3fd52e
RWA,1995,86.3,9ead5a
LCA,1995,59.3,bc8202
VCT,1995,47.5,b2f1a3
WSM,1995,37,2aa3b8
STP,1995,38.4,25c3bd
SAU,1995,15.5,6ab8da
SEN,1995,63.4,21ab15
SRB,1995,44.5,a9c332
SLE,1995,64.6,d0cd3b
SGP,1995,49.7,ec8a06
SVK,1995,51.5,0f24c0
SVN,1995,52.4,235562
SLB,1995,52.7,ce4bc3
SOM,1995,35.6,d629bb
ZAF,1995,44.5,4f4179
ESP,1995,37,ff7cbd
LKA,1995,36.3,c6c3df
SDN,1995,27.5,666295
SUR,1995,32.8,00ff2f
SWZ,1995,42.4,fef338
SWE,1995,58.6,a771b0
CHE,1995,56.1,4d8ae6
SYR,1995,23.3,311351
TJK,1995,58.3,fb9e09
TZA,1995,87.1,e7b8a3
THA,1995,65.6,e3a911
TLS,1995,39.6,d91e18
TGO,1995,71.7,b104ae
TON,1995,46.1,712109
TTO,1995,44.8,595148
TUN,1995,22.8,c8d9ed
TUR,1995,30.8,29bfd7
TKM,1995,47.3,9539fc
UGA,1995,81.6,1fd217
UKR,1995,54,a59b96
ARE,1995,31.3,c75343
GBR,1995,52.3,47bc5f
USA,1995,57.8,18bc59
URY,1995,49.4,7b66c8
UZB,1995,46.7,704188
VUT,1995,74.6,2a6564
VEN,1995,41.2,bd537f
VNM,1995,73.6,8c8efa
YEM,1995,17.8,300a52
ZMB,1995,74.9,2315e8
ZWE,1995,67.5,be9ca6
AAE,1995,57.4583,60cdb4
ACE,1995,49.8438,a83f45
GEA,1995,49.726,fab3e4
HIA,1995,47.916,a87929
AME,1995,45.7552,367666
LIA,1995,65.1486,48d316
LMA,1995,47.0705,a8d055
ANE,1995,24.105,b0eeb2
ASA,1995,57.3,b800e2
ASE,1995,38.9875,e2f013
AEE,1995,60.75,6965f5
UMA,1995,42.8,a0cfc6
EAM,1995,52.7,3d36c1
ECM,1995,51.5,2f8ac6
GEM,1995,49.7,fc8b09
HIM,1995,49.4,e91e1b
LCM,1995,42.8,49f969
LIM,1995,69.8,3266b3
LMM,1995,46.5,2e7fc7
MEM,1995,21.9,006339
NAN,1995,56.8,d82a19
SAM,1995,35.4,64cd61
SSM,1995,64.6,62eb62
UMM,1995,42.8,334c6f
EAE,1995,66.4924,689f56
ECE,1995,47.6551,82746a
GLE,1995,51.6337,b08b82
HWW,1995,49.9937,69db85
LCE,1995,45.5696,0e8638
LIW,1995,66.4048,0455c5
LMW,1995,39.0737,f4f707
MEE,1995,17.9425,8b8e1e
NAE,1995,57.7009,f7d01a
SAE,1995,35.7389,c2bfd0
SSE,1995,59.865,3e1864
UMW,1995,59.8219,98a92f
AFG,1996,14.3,fa9f93
ALB,1996,52.7,d067d2
DZA,1996,11.8,5787a1
AGO,1996,68.3,caeadd
ARG,1996,41.4,8bf4bf
ARM,1996,58.6,29d8de
AUS,1996,53.8,81a7b3
AUT,1996,47.9,e539ae
AZE,1996,56.3,41d7e7
BHS,1996,67.3,1f88e7
BHR,1996,32.2,c0963f
BGD,1996,57.4,e52db8
BRB,1996,63.7,32e2c6
BLR,1996,55,506515
BEL,1996,40.4,a9bd23
BLZ,1996,36.2,c4b361
BEN,1996,60.8,4c0c27
BTN,1996,47.3,642bc8
BOL,1996,57.4,08f410
BIH,1996,35.1,12ece2
BWA,1996,68.5,807dd2
BRA,1996,52.2,27b200
BRN,1996,51.4,7ee447
BGR,1996,49.4,b3a223
BFA,1996,76.7,0c8870
BDI,1996,87.2,f1812c
KHM,1996,76.3,3fcf6d
CMR,1996,60.9,3cd9ab
CAN,1996,56.8,aa884a
CPV,1996,44.4,7e12c2
CAF,1996,70.7,61b7b5
TCD,1996,64.5,3a05da
CHL,1996,34.3,e344cf
CHN,1996,72,02609c
COL,1996,38.5,b65d7c
COM,1996,29.2,682bd8
COG,1996,62.9,4c5bcf
CRI,1996,34,421d36
CIV,1996,47.1,12d1f0
HRV,1996,45.6,49a6fe
CUB,1996,37.2,23a196
CYP,1996,43,be2da6
CZE,1996,51.7,8a6e18
PRK,1996,75.4,af15e3
COD,1996,69.9,eef1f2
DNK,1996,58.2,d2310a
DJI,1996,29.8,2c702b
DOM,1996,45.1,61f6f4
ECU,1996,45.6,9db34b
EGY,1996,20,478e62
SLV,1996,41.4,015eea
GNQ,1996,80.4,6d5329
ERI,1996,72.1,057f62
EST,1996,54,e56d6e
ETH,1996,71.4,edf343
FJI,1996,39.4,72412c
FIN,1996,55,2081fe
FRA,1996,48.2,21408a
GAB,1996,55.1,8433a2
GMB,1996,70.3,887d35
GEO,1996,58.5,e9602b
DEU,1996,48,11a7a5
GHA,1996,71.4,52af54
GRC,1996,37.9,c97496
GTM,1996,41.2,afd3f2
GIN,1996,63.6,7c02ce
GNB,1996,58.9,096834
GUY,1996,38.4,be1aba
HTI,1996,57.1,8ed3e4
HND,1996,40.1,2334f5
HUN,1996,40,49cfca
ISL,1996,69.5,c0e277
IND,1996,35.1,caba0e
IDN,1996,51.1,01d2b2
IRN,1996,10.6,65b54b
IRQ,1996,11.9,6dcf08
IRL,1996,41.1,6bfada
ISR,1996,45.5,05f5ff
ITA,1996,33.8,e37227
JAM,1996,65,18951a
JPN,1996,50.1,1d63f4
JOR,1996,12.1,5ea2e6
KAZ,1996,63,9db19a
KEN,1996,65.9,3821e2
KWT,1996,41.8,852558
KGZ,1996,57.5,43490c
LAO,1996,79.8,57d789
LVA,1996,51.1,23bb98
LBN,1996,18.6,31aefe
LSO,1996,67.8,4e1bcc
LBR,1996,57.6,d37e11
LBY,1996,22.9,d4cc74
LTU,1996,54.6,60552d
LUX,1996,36.4,444658
MKD,1996,42.6,1665e0
MDG,1996,84,577c39
MWI,1996,75.9,1f3b2a
MYS,1996,42.5,d7429f
MDV,1996,30,80eec7
MLI,1996,37,a6c850
MLT,1996,28.4,98d34e
MRT,1996,20.2,072fe7
MUS,1996,39.4,4bf6b5
MEX,1996,37.9,79b0df
MNG,1996,55.1,950902
MNE,1996,43.6,121ea2
MOZ,1996,86.9,5310f8
MMR,1996,72.9,bea07f
NAM,1996,48.4,599a38
NPL,1996,80.3,4e0a5c
NLD,1996,48.4,f71350
NZL,1996,56.5,5063c8
NIC,1996,34.3,088b04
NER,1996,32.2,608cbc
NGA,1996,42.3,56c35f
NOR,1996,57.6,55dea1
OMN,1996,20.1,84e914
PAK,1996,13.6,6140ed
PAN,1996,43.2,ad2967
PNG,1996,69.6,70fe60
PRY,1996,53.4,e6798e
PER,1996,54.3,dd9d37
PHL,1996,49.2,28bd2d
POL,1996,50.5,98d080
PRT,1996,50,37d9d6
QAT,1996,41.5,f30565
KOR,1996,49.1,ad0d4c
MDA,1996,58.4,835374
ROU,1996,57.8,809270
RUS,1996,51.8,3fd52e
RWA,1996,85.6,9ead5a
LCA,1996,59.8,bc8202
VCT,1996,48,b2f1a3
WSM,1996,36.2,2aa3b8
STP,1996,38.6,25c3bd
SAU,1996,15.7,6ab8da
SEN,1996,63.6,21ab15
SRB,1996,44.6,a9c332
SLE,1996,64.4,d0cd3b
SGP,1996,51,ec8a06
SVK,1996,52.3,0f24c0
SVN,1996,51.4,235562
SLB,1996,52.8,ce4bc3
SOM,1996,35.7,d629bb
ZAF,1996,45.5,4f4179
ESP,1996,37.6,ff7cbd
LKA,1996,35.8,c6c3df
SDN,1996,28.5,666295
SUR,1996,33.7,00ff2f
SWZ,1996,42.4,fef338
SWE,1996,58.8,a771b0
CHE,1996,57,4d8ae6
SYR,1996,22.7,311351
TJK,1996,58.3,fb9e09
TZA,1996,87.1,e7b8a3
THA,1996,66.8,e3a911
TLS,1996,39.2,d91e18
TGO,1996,72.6,b104ae
TON,1996,46.8,712109
TTO,1996,46.9,595148
TUN,1996,23.2,c8d9ed
TUR,1996,30.4,29bfd7
TKM,1996,47.4,9539fc
UGA,1996,81.4,1fd217
UKR,1996,53.7,a59b96
ARE,1996,31.8,c75343
GBR,1996,52.7,47bc5f
USA,1996,58.2,18bc59
URY,1996,50,7b66c8
UZB,1996,46.8,704188
VUT,1996,73.7,2a6564
VEN,1996,43.9,bd537f
VNM,1996,73.5,8c8efa
YEM,1996,18.8,300a52
ZMB,1996,74.7,2315e8
ZWE,1996,67.5,be9ca6
AAE,1996,57.675,60cdb4
ACE,1996,49.8792,a83f45
GEA,1996,49.9209,fab3e4
HIA,1996,48.22,a87929
AME,1996,46.2586,367666
LIA,1996,65.1029,48d316
LMA,1996,47.2432,a8d055
ANE,1996,24.39,b0eeb2
ASA,1996,57.5,b800e2
ASE,1996,39.225,e2f013
AEE,1996,60.8587,6965f5
UMA,1996,43.0771,a0cfc6
EAM,1996,52.8,3d36c1
ECM,1996,51.1,2f8ac6
GEM,1996,50,fc8b09
HIM,1996,50,e91e1b
LCM,1996,43.9,49f969
LIM,1996,69.9,3266b3
LMM,1996,46.8,2e7fc7
MEM,1996,22.7,006339
NAN,1996,56.8,d82a19
SAM,1996,35.1,64cd61
SSM,1996,64.4,62eb62
UMM,1996,43.6,334c6f
EAE,1996,66.4187,689f56
ECE,1996,47.6053,82746a
GLE,1996,51.562,b08b82
HWW,1996,50.1421,69db85
LCE,1996,45.4579,0e8638
LIW,1996,66.125,0455c5
LMW,1996,39.0368,f4f707
MEE,1996,18.0323,8b8e1e
NAE,1996,58.0615,f7d01a
SAE,1996,35.5182,c2bfd0
SSE,1996,60.0804,3e1864
UMW,1996,59.6775,98a92f
AFG,1997,14.1,fa9f93
ALB,1997,52.9,d067d2
DZA,1997,11.8,5787a1
AGO,1997,67.9,caeadd
ARG,1997,41.6,8bf4bf
ARM,1997,58.4,29d8de
AUS,1997,53.7,81a7b3
AUT,1997,48.1,e539ae
AZE,1997,56.4,41d7e7
BHS,1997,66.5,1f88e7
BHR,1997,32.9,c0963f
BGD,1997,56.6,e52db8
BRB,1997,62.7,32e2c6
BLR,1997,54.3,506515
BEL,1997,40.9,a9bd23
BLZ,1997,37.1,c4b361
BEN,1997,61.6,4c0c27
BTN,1997,48.2,642bc8
BOL,1997,59.7,08f410
BIH,1997,34.5,12ece2
BWA,1997,68.8,807dd2
BRA,1997,53.2,27b200
BRN,1997,52.5,7ee447
BGR,1997,48.2,b3a223
BFA,1997,76.7,0c8870
BDI,1997,86.4,f1812c
KHM,1997,75.9,3fcf6d
CMR,1997,61,3cd9ab
CAN,1997,57.1,aa884a
CPV,1997,44.8,7e12c2
CAF,1997,70.6,61b7b5
TCD,1997,64.5,3a05da
CHL,1997,35.2,e344cf
CHN,1997,71.7,02609c
COL,1997,41,b65d7c
COM,1997,29.5,682bd8
COG,1997,63.5,4c5bcf
CRI,1997,37.2,421d36
CIV,1997,47.8,12d1f0
HRV,1997,45.5,49a6fe
CUB,1997,37.4,23a196
CYP,1997,43.6,be2da6
CZE,1997,51.7,8a6e18
PRK,1997,75.2,af15e3
COD,1997,70.2,eef1f2
DNK,1997,58.7,d2310a
DJI,1997,30.2,2c702b
DOM,1997,45.4,61f6f4
ECU,1997,46.4,9db34b
EGY,1997,19.2,478e62
SLV,1997,41.6,015eea
GNQ,1997,80.4,6d5329
ERI,1997,72.1,057f62
EST,1997,54.2,e56d6e
ETH,1997,71.3,edf343
FJI,1997,39.1,72412c
FIN,1997,54.6,2081fe
FRA,1997,47.8,21408a
GAB,1997,54.9,8433a2
GMB,1997,70.5,887d35
GEO,1997,58.1,e9602b
DEU,1997,48.5,11a7a5
GHA,1997,71.8,52af54
GRC,1997,37.9,c97496
GTM,1997,41.4,afd3f2
GIN,1997,63.5,7c02ce
GNB,1997,58.8,096834
GUY,1997,38.6,be1aba
HTI,1997,57.1,8ed3e4
HND,1997,40.6,2334f5
HUN,1997,39.3,49cfca
ISL,1997,68.8,c0e277
IND,1997,34.8,caba0e
IDN,1997,49.2,01d2b2
IRN,1997,11.4,65b54b
IRQ,1997,12.1,6dcf08
IRL,1997,42,6bfada
ISR,1997,45.7,05f5ff
ITA,1997,34,e37227
JAM,1997,63,18951a
JPN,1997,50.4,1d63f4
JOR,1997,12.3,5ea2e6
KAZ,1997,63.5,9db19a
KEN,1997,65.2,3821e2
KWT,1997,42.6,852558
KGZ,1997,57.3,43490c
LAO,1997,79.6,57d789
LVA,1997,51.9,23bb98
LBN,1997,18.8,31aefe
LSO,1997,68.2,4e1bcc
LBR,1997,57.8,d37e11
LBY,1997,24.1,d4cc74
LTU,1997,53.7,60552d
LUX,1997,37.5,444658
MKD,1997,42,1665e0
MDG,1997,84,577c39
MWI,1997,76,1f3b2a
MYS,1997,42.4,d7429f
MDV,1997,31.8,80eec7
MLI,1997,36.8,a6c850
MLT,1997,28.7,98d34e
MRT,1997,21.4,072fe7
MUS,1997,39.7,4bf6b5
MEX,1997,39.9,79b0df
MNG,1997,55.3,950902
MNE,1997,43.4,121ea2
MOZ,1997,86.9,5310f8
MMR,1997,73,bea07f
NAM,1997,47.9,599a38
NPL,1997,80.8,4e0a5c
NLD,1997,49.8,f71350
NZL,1997,56.3,5063c8
NIC,1997,35.2,088b04
NER,1997,33.5,608cbc
NGA,1997,42.9,56c35f
NOR,1997,58.8,55dea1
OMN,1997,20.7,84e914
PAK,1997,14.8,6140ed
PAN,1997,43.7,ad2967
PNG,1997,70,70fe60
PRY,1997,50.7,e6798e
PER,1997,57.5,dd9d37
PHL,1997,49.3,28bd2d
POL,1997,49.8,98d080
PRT,1997,51.1,37d9d6
QAT,1997,39.3,f30565
KOR,1997,50.1,ad0d4c
MDA,1997,57.8,835374
ROU,1997,59.9,809270
RUS,1997,50.8,3fd52e
RWA,1997,85.8,9ead5a
LCA,1997,60.2,bc8202
VCT,1997,48.6,b2f1a3
WSM,1997,35.3,2aa3b8
STP,1997,38.6,25c3bd
SAU,1997,16,6ab8da
SEN,1997,63.8,21ab15
SRB,1997,44.7,a9c332
SLE,1997,65.4,d0cd3b
SGP,1997,50.4,ec8a06
SVK,1997,51.8,0f24c0
SVN,1997,52.6,235562
SLB,1997,52.8,ce4bc3
SOM,1997,35.8,d629bb
ZAF,1997,46.5,4f4179
ESP,1997,38.2,ff7cbd
LKA,1997,35.5,c6c3df
SDN,1997,28.7,666295
SUR,1997,34.5,00ff2f
SWZ,1997,42.5,fef338
SWE,1997,57.8,a771b0
CHE,1997,56.9,4d8ae6
SYR,1997,22.2,311351
TJK,1997,58.3,fb9e09
TZA,1997,87.1,e7b8a3
THA,1997,67.4,e3a911
TLS,1997,39,d91e18
TGO,1997,73.5,b104ae
TON,1997,47.3,712109
TTO,1997,46.9,595148
TUN,1997,23.6,c8d9ed
TUR,1997,28.6,29bfd7
TKM,1997,47.5,9539fc
UGA,1997,81.3,1fd217
UKR,1997,53.3,a59b96
ARE,1997,32.4,c75343
GBR,1997,53.2,47bc5f
USA,1997,58.7,18bc59
URY,1997,50.6,7b66c8
UZB,1997,47,704188
VUT,1997,72.8,2a6564
VEN,1997,46.2,bd537f
VNM,1997,73.3,8c8efa
YEM,1997,19.8,300a52
ZMB,1997,74.7,2315e8
ZWE,1997,67.5,be9ca6
AAE,1997,57.5833,60cdb4
ACE,1997,49.9083,a83f45
GEA,1997,50.1158,fab3e4
HIA,1997,48.4,a87929
AME,1997,46.8862,367666
LIA,1997,65.16,48d316
LMA,1997,47.325,a8d055
ANE,1997,24.635,b0eeb2
ASA,1997,57.9,b800e2
ASE,1997,39.575,e2f013
AEE,1997,61.0457,6965f5
UMA,1997,43.4917,a0cfc6
EAM,1997,52.8,3d36c1
ECM,1997,51.1,2f8ac6
GEM,1997,50.1,fc8b09
HIM,1997,50.4,e91e1b
LCM,1997,45.4,49f969
LIM,1997,70.2,3266b3
LMM,1997,47,2e7fc7
MEM,1997,22.2,006339
NAN,1997,57.1,d82a19
SAM,1997,34.8,64cd61
SSM,1997,64.5,62eb62
UMM,1997,43.7,334c6f
EAE,1997,66.0694,689f56
ECE,1997,47.3905,82746a
GLE,1997,51.5124,b08b82
HWW,1997,50.3128,69db85
LCE,1997,46.7632,0e8638
LIW,1997,65.96,0455c5
LMW,1997,38.7746,f4f707
MEE,1997,18.2028,8b8e1e
NAE,1997,58.542,f7d01a
SAE,1997,35.3291,c2bfd0
SSE,1997,60.3345,3e1864
UMW,1997,59.763,98a92f
AFG,1998,13.9,fa9f93
ALB,1998,52.4,d067d2
DZA,1998,11.8,5787a1
AGO,1998,67.6,caeadd
ARG,1998,41.9,8bf4bf
ARM,1998,58.1,29d8de
AUS,1998,53.8,81a7b3
AUT,1998,48.1,e539ae
AZE,1998,56.5,41d7e7
BHS,1998,65.5,1f88e7
BHR,1998,33.6,c0963f
BGD,1998,55.8,e52db8
BRB,1998,63.1,32e2c6
BLR,1998,53.6,506515
BEL,1998,41.5,a9bd23
BLZ,1998,37.9,c4b361
BEN,1998,62.4,4c0c27
BTN,1998,49.6,642bc8
BOL,1998,59.7,08f410
BIH,1998,34.1,12ece2
BWA,1998,69.1,807dd2
BRA,1998,53.6,27b200
BRN,1998,53.6,7ee447
BGR,1998,46.9,b3a223
BFA,1998,76.7,0c8870
BDI,1998,85.4,f1812c
KHM,1998,75.6,3fcf6d
CMR,1998,61.1,3cd9ab
CAN,1998,57.7,aa884a
CPV,1998,45.2,7e12c2
CAF,1998,70.5,61b7b5
TCD,1998,64.4,3a05da
CHL,1998,35.5,e344cf
CHN,1998,71.4,02609c
COL,1998,43.5,b65d7c
COM,1998,29.8,682bd8
COG,1998,64,4c5bcf
CRI,1998,39.4,421d36
CIV,1998,48.4,12d1f0
HRV,1998,45.4,49a6fe
CUB,1998,37.6,23a196
CYP,1998,43.5,be2da6
CZE,1998,51.9,8a6e18
PRK,1998,75.1,af15e3
COD,1998,70.3,eef1f2
DNK,1998,59.4,d2310a
DJI,1998,30.6,2c702b
DOM,1998,45.7,61f6f4
ECU,1998,47.3,9db34b
EGY,1998,18.5,478e62
SLV,1998,44.8,015eea
GNQ,1998,80.3,6d5329
ERI,1998,72.7,057f62
EST,1998,52.9,e56d6e
ETH,1998,71.5,edf343
FJI,1998,38.8,72412c
FIN,1998,54.9,2081fe
FRA,1998,48,21408a
GAB,1998,54.8,8433a2
GMB,1998,70.8,887d35
GEO,1998,58,e9602b
DEU,1998,48.9,11a7a5
GHA,1998,72.1,52af54
GRC,1998,39.6,c97496
GTM,1998,41.6,afd3f2
GIN,1998,63.3,7c02ce
GNB,1998,63.3,096834
GUY,1998,38.9,be1aba
HTI,1998,57,8ed3e4
HND,1998,42.4,2334f5
HUN,1998,40.1,49cfca
ISL,1998,70.2,c0e277
IND,1998,34.5,caba0e
IDN,1998,49.7,01d2b2
IRN,1998,12.2,65b54b
IRQ,1998,12.2,6dcf08
IRL,1998,44,6bfada
ISR,1998,46.2,05f5ff
ITA,1998,34.4,e37227
JAM,1998,60.8,18951a
JPN,1998,50.2,1d63f4
JOR,1998,12.4,5ea2e6
KAZ,1998,64,9db19a
KEN,1998,64.5,3821e2
KWT,1998,43.2,852558
KGZ,1998,57,43490c
LAO,1998,79.3,57d789
LVA,1998,51.5,23bb98
LBN,1998,18.9,31aefe
LSO,1998,68.4,4e1bcc
LBR,1998,58.1,d37e11
LBY,1998,25.2,d4cc74
LTU,1998,53.4,60552d
LUX,1998,37.8,444658
MKD,1998,41.5,1665e0
MDG,1998,84.1,577c39
MWI,1998,76.1,1f3b2a
MYS,1998,42.3,d7429f
MDV,1998,33.6,80eec7
MLI,1998,36.6,a6c850
MLT,1998,29.3,98d34e
MRT,1998,22,072fe7
MUS,1998,40.1,4bf6b5
MEX,1998,39.6,79b0df
MNG,1998,55.5,950902
MNE,1998,43.3,121ea2
MOZ,1998,87.3,5310f8
MMR,1998,73.1,bea07f
NAM,1998,48.2,599a38
NPL,1998,81.3,4e0a5c
NLD,1998,50.7,f71350
NZL,1998,56.2,5063c8
NIC,1998,36.2,088b04
NER,1998,35,608cbc
NGA,1998,43.5,56c35f
NOR,1998,59.7,55dea1
OMN,1998,21.4,84e914
PAK,1998,15.2,6140ed
PAN,1998,44.7,ad2967
PNG,1998,70.3,70fe60
PRY,1998,48.2,e6798e
PER,1998,58.2,dd9d37
PHL,1998,49.7,28bd2d
POL,1998,49.5,98d080
PRT,1998,51.6,37d9d6
QAT,1998,38.6,f30565
KOR,1998,47.4,ad0d4c
MDA,1998,57.2,835374
ROU,1998,58.9,809270
RUS,1998,50,3fd52e
RWA,1998,85.9,9ead5a
LCA,1998,60.7,bc8202
VCT,1998,49.1,b2f1a3
WSM,1998,34.5,2aa3b8
STP,1998,38.5,25c3bd
SAU,1998,16.3,6ab8da
SEN,1998,63.8,21ab15
SRB,1998,44.8,a9c332
SLE,1998,65.5,d0cd3b
SGP,1998,50.3,ec8a06
SVK,1998,51.5,0f24c0
SVN,1998,53.1,235562
SLB,1998,52.9,ce4bc3
SOM,1998,35.9,d629bb
ZAF,1998,47.7,4f4179
ESP,1998,38.6,ff7cbd
LKA,1998,41.6,c6c3df
SDN,1998,28.9,666295
SUR,1998,35.2,00ff2f
SWZ,1998,42.6,fef338
SWE,1998,57,a771b0
CHE,1998,58,4d8ae6
SYR,1998,21.7,311351
TJK,1998,58.3,fb9e09
TZA,1998,87.1,e7b8a3
THA,1998,65.9,e3a911
TLS,1998,39.2,d91e18
TGO,1998,74.4,b104ae
TON,1998,47.9,712109
TTO,1998,46.8,595148
TUN,1998,23.7,c8d9ed
TUR,1998,29.1,29bfd7
TKM,1998,47.6,9539fc
UGA,1998,81.2,1fd217
UKR,1998,53,a59b96
ARE,1998,32.9,c75343
GBR,1998,53.2,47bc5f
USA,1998,58.8,18bc59
URY,1998,51.2,7b66c8
UZB,1998,47.2,704188
VUT,1998,71.9,2a6564
VEN,1998,47.8,bd537f
VNM,1998,73.3,8c8efa
YEM,1998,20.8,300a52
ZMB,1998,74.9,2315e8
ZWE,1998,65.9,be9ca6
AAE,1998,57.4125,60cdb4
ACE,1998,49.9979,a83f45
GEA,1998,50.3542,fab3e4
HIA,1998,48.604,a87929
AME,1998,47.3759,367666
LIA,1998,65.3086,48d316
LMA,1998,47.6614,a8d055
ANE,1998,24.955,b0eeb2
ASA,1998,58.25,b800e2
ASE,1998,40.6875,e2f013
AEE,1998,61.3022,6965f5
UMA,1998,43.7417,a0cfc6
EAM,1998,53.6,3d36c1
ECM,1998,51.5,2f8ac6
GEM,1998,49.7,fc8b09
HIM,1998,50.2,e91e1b
LCM,1998,45.7,49f969
LIM,1998,70.3,3266b3
LMM,1998,47.2,2e7fc7
MEM,1998,21.7,006339
NAN,1998,57.7,d82a19
SAM,1998,34.5,64cd61
SSM,1998,64.4,62eb62
UMM,1998,44.7,334c6f
EAE,1998,65.8121,689f56
ECE,1998,47.372,82746a
GLE,1998,51.4444,b08b82
HWW,1998,50.2547,69db85
LCE,1998,47.2656,0e8638
LIW,1998,65.8196,0455c5
LMW,1998,38.8063,f4f707
MEE,1998,18.4012,8b8e1e
NAE,1998,58.6917,f7d01a
SAE,1998,35.1514,c2bfd0
SSE,1998,60.6009,3e1864
UMW,1998,59.6425,98a92f
AFG,1999,13.8,fa9f93
ALB,1999,51.8,d067d2
DZA,1999,11.8,5787a1
AGO,1999,67.5,caeadd
ARG,1999,42.2,8bf4bf
ARM,1999,57.9,29d8de
AUS,1999,53.9,81a7b3
AUT,1999,48.3,e539ae
AZE,1999,56.6,41d7e7
BHS,1999,65.8,1f88e7
BHR,1999,34.2,c0963f
BGD,1999,55,e52db8
BRB,1999,63.2,32e2c6
BLR,1999,52.9,506515
BEL,1999,43.1,a9bd23
BLZ,1999,38.8,c4b361
BEN,1999,63.2,4c0c27
BTN,1999,51.3,642bc8
BOL,1999,59.7,08f410
BIH,1999,33.8,12ece2
BWA,1999,69.3,807dd2
BRA,1999,55.1,27b200
BRN,1999,54.6,7ee447
BGR,1999,45.6,b3a223
BFA,1999,76.7,0c8870
BDI,1999,85.1,f1812c
