,CountryName,X2013,X2014,X2015,Year,Value,Country,CountryCode
36.1981,Switzerland,NA,NA,NA,1981,NA,36,CHE
37.1981,Channel Islands,NA,NA,NA,1981,NA,37,CHI
38.1981,Chile,NA,NA,NA,1981,NA,38,CHL
39.1981,China,NA,NA,NA,1981,NA,39,CHN
40.1981,Cote d'Ivoire,NA,NA,NA,1981,NA,40,CIV
41.1981,Cameroon,NA,NA,NA,1981,NA,41,CMR
42.1981,"Congo, Rep.",NA,NA,NA,1981,NA,42,COG
43.1981,Colombia,NA,NA,NA,1981,NA,43,COL
44.1981,Comoros,NA,NA,NA,1981,NA,44,COM
45.1981,Cabo Verde,NA,NA,NA,1981,NA,45,CPV
46.1981,Costa Rica,NA,NA,NA,1981,NA,46,CRI
47.1981,Caribbean small states,NA,NA,NA,1981,NA,47,CSS
48.1981,Cuba,NA,NA,NA,1981,NA,48,CUB
49.1981,Curacao,NA,NA,NA,1981,NA,49,CUW
50.1981,Cayman Islands,NA,NA,NA,1981,NA,50,CYM
51.1981,Cyprus,NA,NA,NA,1981,NA,51,CYP
52.1981,Czech Republic,NA,NA,NA,1981,NA,52,CZE
53.1981,Germany,NA,NA,NA,1981,NA,53,DEU
54.1981,Djibouti,NA,NA,NA,1981,NA,54,DJI
55.1981,Dominica,NA,NA,NA,1981,NA,55,DMA
56.1981,Denmark,NA,NA,NA,1981,NA,56,DNK
57.1981,Dominican Republic,NA,NA,NA,1981,NA,57,DOM
58.1981,Algeria,NA,NA,NA,1981,NA,58,DZA
59.1981,East Asia & Pacific (developing only),NA,NA,NA,1981,77.96,59,EAP
60.1981,East Asia & Pacific (all income levels),NA,NA,NA,1981,NA,60,EAS
61.1981,Europe & Central Asia (developing only),NA,NA,NA,1981,2.88,61,ECA
62.1981,Europe & Central Asia (all income levels),NA,NA,NA,1981,NA,62,ECS
63.1981,Ecuador,NA,NA,NA,1981,NA,63,ECU
64.1981,"Egypt, Arab Rep.",NA,NA,NA,1981,NA,64,EGY
65.1981,Euro area,NA,NA,NA,1981,NA,65,EMU
66.1981,Eritrea,NA,NA,NA,1981,NA,66,ERI
67.1981,Spain,NA,NA,NA,1981,NA,67,ESP
68.1981,Estonia,NA,NA,NA,1981,NA,68,EST
69.1981,Ethiopia,NA,NA,NA,1981,NA,69,ETH
70.1981,European Union,NA,NA,NA,1981,NA,70,EUU
71.1981,Fragile and conflict affected situations,NA,NA,NA,1981,42.32,71,FCS
72.1981,Finland,NA,NA,NA,1981,NA,72,FIN
73.1981,Fiji,NA,NA,NA,1981,NA,73,FJI
74.1981,France,NA,NA,NA,1981,NA,74,FRA
75.1981,Faeroe Islands,NA,NA,NA,1981,NA,75,FRO
76.1981,"Micronesia, Fed. Sts.",NA,NA,NA,1981,NA,76,FSM
77.1981,Gabon,NA,NA,NA,1981,NA,77,GAB
78.1981,United Kingdom,NA,NA,NA,1981,NA,78,GBR
79.1981,Georgia,NA,NA,NA,1981,NA,79,GEO
80.1981,Ghana,NA,NA,NA,1981,NA,80,GHA
81.1981,Guinea,NA,NA,NA,1981,NA,81,GIN
82.1981,"Gambia, The",NA,NA,NA,1981,NA,82,GMB
83.1981,Guinea-Bissau,NA,NA,NA,1981,NA,83,GNB
84.1981,Equatorial Guinea,NA,NA,NA,1981,NA,84,GNQ
85.1981,Greece,NA,NA,NA,1981,NA,85,GRC
86.1981,Grenada,NA,NA,NA,1981,NA,86,GRD
87.1981,Greenland,NA,NA,NA,1981,NA,87,GRL
88.1981,Guatemala,NA,NA,NA,1981,NA,88,GTM
89.1981,Guam,NA,NA,NA,1981,NA,89,GUM
90.1981,Guyana,NA,NA,NA,1981,NA,90,GUY
91.1981,High income,NA,NA,NA,1981,NA,91,HIC
92.1981,"Hong Kong SAR, China",NA,NA,NA,1981,NA,92,HKG
93.1981,Honduras,NA,NA,NA,1981,NA,93,HND
94.1981,Heavily indebted poor countries (HIPC),NA,NA,NA,1981,NA,94,HPC
95.1981,Croatia,NA,NA,NA,1981,NA,95,HRV
96.1981,Haiti,NA,NA,NA,1981,NA,96,HTI
97.1981,Hungary,NA,NA,NA,1981,NA,97,HUN
98.1981,Indonesia,NA,NA,NA,1981,NA,98,IDN
99.1981,Isle of Man,NA,NA,NA,1981,NA,99,IMN
100.1981,India,NA,NA,NA,1981,NA,100,IND
101.1981,Not classified,NA,NA,NA,1981,NA,101,INX
102.1981,Ireland,NA,NA,NA,1981,NA,102,IRL
103.1981,"Iran, Islamic Rep.",NA,NA,NA,1981,NA,103,IRN
104.1981,Iraq,NA,NA,NA,1981,NA,104,IRQ
105.1981,Iceland,NA,NA,NA,1981,NA,105,ISL
106.1981,Israel,NA,NA,NA,1981,NA,106,ISR
107.1981,Italy,NA,NA,NA,1981,NA,107,ITA
108.1981,Jamaica,NA,NA,NA,1981,NA,108,JAM
109.1981,Jordan,NA,NA,NA,1981,NA,109,JOR
110.1981,Japan,NA,NA,NA,1981,NA,110,JPN
111.1981,Kazakhstan,NA,NA,NA,1981,NA,111,KAZ
112.1981,Kenya,NA,NA,NA,1981,NA,112,KEN
113.1981,Kyrgyz Republic,NA,NA,NA,1981,NA,113,KGZ
114.1981,Cambodia,NA,NA,NA,1981,NA,114,KHM
115.1981,Kiribati,NA,NA,NA,1981,NA,115,KIR
116.1981,St. Kitts and Nevis,NA,NA,NA,1981,NA,116,KNA
117.1981,"Korea, Rep.",NA,NA,NA,1981,NA,117,KOR
118.1981,Kosovo,NA,NA,NA,1981,NA,118,0
119.1981,Kuwait,NA,NA,NA,1981,NA,119,KWT
120.1981,Latin America & Caribbean (developing only),NA,NA,NA,1981,12.58,120,LAC
121.1981,Lao PDR,NA,NA,NA,1981,NA,121,LAO
122.1981,Lebanon,NA,NA,NA,1981,NA,122,LBN
123.1981,Liberia,NA,NA,NA,1981,NA,123,LBR
124.1981,Libya,NA,NA,NA,1981,NA,124,LBY
125.1981,St. Lucia,NA,NA,NA,1981,NA,125,LCA
126.1981,Latin America & Caribbean (all income levels),NA,NA,NA,1981,NA,126,LCN
127.1981,Least developed countries: UN classification,NA,NA,NA,1981,NA,127,LDC
128.1981,Low income,NA,NA,NA,1981,66.55,128,LIC
129.1981,Liechtenstein,NA,NA,NA,1981,NA,129,LIE
130.1981,Sri Lanka,NA,NA,NA,1981,NA,130,LKA
131.1981,Lower middle income,NA,NA,NA,1981,53.88,131,LMC
132.1981,Low & middle income,NA,NA,NA,1981,52.8,132,LMY
133.1981,Lesotho,NA,NA,NA,1981,NA,133,LSO
134.1981,Lithuania,NA,NA,NA,1981,NA,134,LTU
135.1981,Luxembourg,NA,NA,NA,1981,NA,135,LUX
136.1981,Latvia,NA,NA,NA,1981,NA,136,LVA
137.1981,"Macao SAR, China",NA,NA,NA,1981,NA,137,MAC
138.1981,St. Martin (French part),NA,NA,NA,1981,NA,138,MAF
139.1981,Morocco,NA,NA,NA,1981,NA,139,MAR
140.1981,Monaco,NA,NA,NA,1981,NA,140,MCO
141.1981,Moldova,NA,NA,NA,1981,NA,141,MDA
142.1981,Madagascar,NA,NA,NA,1981,NA,142,MDG
143.1981,Maldives,NA,NA,NA,1981,NA,143,MDV
144.1981,Middle East & North Africa (all income levels),NA,NA,NA,1981,NA,144,MEA
145.1981,Mexico,NA,NA,NA,1981,NA,145,MEX
146.1981,Marshall Islands,NA,NA,NA,1981,NA,146,MHL
147.1981,Middle income,NA,NA,NA,1981,54.71,147,MIC
148.1981,"Macedonia, FYR",NA,NA,NA,1981,NA,148,MKD
149.1981,Mali,NA,NA,NA,1981,NA,149,MLI
150.1981,Malta,NA,NA,NA,1981,NA,150,MLT
151.1981,Myanmar,NA,NA,NA,1981,NA,151,MMR
152.1981,Middle East & North Africa (developing only),NA,NA,NA,1981,8.79,152,MNA
153.1981,Montenegro,NA,NA,NA,1981,NA,153,MNE
154.1981,Mongolia,NA,NA,NA,1981,NA,154,MNG
155.1981,Northern Mariana Islands,NA,NA,NA,1981,NA,155,MNP
156.1981,Mozambique,NA,NA,NA,1981,NA,156,MOZ
157.1981,Mauritania,NA,NA,NA,1981,NA,157,MRT
158.1981,Mauritius,NA,NA,NA,1981,NA,158,MUS
159.1981,Malawi,NA,NA,NA,1981,NA,159,MWI
160.1981,Malaysia,NA,NA,NA,1981,NA,160,MYS
161.1981,North America,NA,NA,NA,1981,NA,161,NAC
162.1981,Namibia,NA,NA,NA,1981,NA,162,NAM
163.1981,New Caledonia,NA,NA,NA,1981,NA,163,NCL
164.1981,Niger,NA,NA,NA,1981,NA,164,NER
165.1981,Nigeria,NA,NA,NA,1981,NA,165,NGA
166.1981,Nicaragua,NA,NA,NA,1981,NA,166,NIC
167.1981,Netherlands,NA,NA,NA,1981,NA,167,NLD
168.1981,High income: nonOECD,NA,NA,NA,1981,NA,168,NOC
169.1981,Norway,NA,NA,NA,1981,NA,169,NOR
170.1981,Nepal,NA,NA,NA,1981,NA,170,NPL
171.1981,New Zealand,NA,NA,NA,1981,NA,171,NZL
172.1981,High income: OECD,NA,NA,NA,1981,NA,172,OEC
173.1981,OECD members,NA,NA,NA,1981,NA,173,OED
174.1981,Oman,NA,NA,NA,1981,NA,174,OMN
175.1981,Other small states,NA,NA,NA,1981,NA,175,OSS
176.1981,Pakistan,NA,NA,NA,1981,NA,176,PAK
177.1981,Panama,NA,NA,NA,1981,NA,177,PAN
178.1981,Peru,NA,NA,NA,1981,NA,178,PER
179.1981,Philippines,NA,NA,NA,1981,NA,179,PHL
180.1981,Palau,NA,NA,NA,1981,NA,180,PLW
181.1981,Papua New Guinea,NA,NA,NA,1981,NA,181,PNG
182.1981,Poland,NA,NA,NA,1981,NA,182,POL
183.1981,Puerto Rico,NA,NA,NA,1981,NA,183,PRI
184.1981,"Korea, Dem. Rep.",NA,NA,NA,1981,NA,184,PRK
185.1981,Portugal,NA,NA,NA,1981,NA,185,PRT
186.1981,Paraguay,NA,NA,NA,1981,NA,186,PRY
187.1981,Pacific island small states,NA,NA,NA,1981,NA,187,PSS
188.1981,French Polynesia,NA,NA,NA,1981,NA,188,PYF
189.1981,Qatar,NA,NA,NA,1981,NA,189,QAT
190.1981,Romania,NA,NA,NA,1981,NA,190,ROU
191.1981,Russian Federation,NA,NA,NA,1981,NA,191,RUS
192.1981,Rwanda,NA,NA,NA,1981,NA,192,RWA
193.1981,South Asia,NA,NA,NA,1981,61.35,193,SAS
194.1981,Saudi Arabia,NA,NA,NA,1981,NA,194,SAU
195.1981,Sudan,NA,NA,NA,1981,NA,195,SDN
196.1981,Senegal,NA,NA,NA,1981,NA,196,SEN
197.1981,Singapore,NA,NA,NA,1981,NA,197,SGP
198.1981,Solomon Islands,NA,NA,NA,1981,NA,198,SLB
199.1981,Sierra Leone,NA,NA,NA,1981,NA,199,SLE
200.1981,El Salvador,NA,NA,NA,1981,NA,200,SLV
201.1981,San Marino,NA,NA,NA,1981,NA,201,SMR
202.1981,Somalia,NA,NA,NA,1981,NA,202,SOM
203.1981,Serbia,NA,NA,NA,1981,NA,203,SRB
204.1981,Sub-Saharan Africa (developing only),NA,NA,NA,1981,52.76,204,SSA
205.1981,South Sudan,NA,NA,NA,1981,NA,205,SSD
206.1981,Sub-Saharan Africa (all income levels),NA,NA,NA,1981,NA,206,SSF
207.1981,Small states,NA,NA,NA,1981,NA,207,SST
208.1981,Sao Tome and Principe,NA,NA,NA,1981,NA,208,STP
209.1981,Suriname,NA,NA,NA,1981,NA,209,SUR
210.1981,Slovak Republic,NA,NA,NA,1981,NA,210,SVK
211.1981,Slovenia,NA,NA,NA,1981,NA,211,SVN
212.1981,Sweden,NA,NA,NA,1981,NA,212,SWE
213.1981,Swaziland,NA,NA,NA,1981,NA,213,SWZ
214.1981,Sint Maarten (Dutch part),NA,NA,NA,1981,NA,214,SXM
215.1981,Seychelles,NA,NA,NA,1981,NA,215,SYC
216.1981,Syrian Arab Republic,NA,NA,NA,1981,NA,216,SYR
217.1981,Turks and Caicos Islands,NA,NA,NA,1981,NA,217,TCA
218.1981,Chad,NA,NA,NA,1981,NA,218,TCD
219.1981,Togo,NA,NA,NA,1981,NA,219,TGO
220.1981,Thailand,NA,NA,NA,1981,NA,220,THA
221.1981,Tajikistan,NA,NA,NA,1981,NA,221,TJK
222.1981,Turkmenistan,NA,NA,NA,1981,NA,222,TKM
223.1981,Timor-Leste,NA,NA,NA,1981,NA,223,TLS
224.1981,Tonga,NA,NA,NA,1981,NA,224,TON
225.1981,Trinidad and Tobago,NA,NA,NA,1981,NA,225,TTO
226.1981,Tunisia,NA,NA,NA,1981,NA,226,TUN
227.1981,Turkey,NA,NA,NA,1981,NA,227,TUR
228.1981,Tuvalu,NA,NA,NA,1981,NA,228,TUV
229.1981,"Taiwan, China",NA,NA,NA,1981,NA,229,TWN
230.1981,Tanzania,NA,NA,NA,1981,NA,230,TZA
231.1981,Uganda,NA,NA,NA,1981,NA,231,UGA
232.1981,Ukraine,NA,NA,NA,1981,NA,232,UKR
233.1981,Upper middle income,NA,NA,NA,1981,55.41,233,UMC
234.1981,Uruguay,NA,NA,NA,1981,NA,234,URY
235.1981,United States,NA,NA,NA,1981,NA,235,USA
236.1981,Uzbekistan,NA,NA,NA,1981,NA,236,UZB
237.1981,St. Vincent and the Grenadines,NA,NA,NA,1981,NA,237,VCT
238.1981,"Venezuela, RB",NA,NA,NA,1981,NA,238,VEN
239.1981,Virgin Islands (U.S.),NA,NA,NA,1981,NA,239,VIR
240.1981,Vietnam,NA,NA,NA,1981,NA,240,VNM
241.1981,Vanuatu,NA,NA,NA,1981,NA,241,VUT
242.1981,West Bank and Gaza,NA,NA,NA,1981,NA,242,PSE
243.1981,World,NA,NA,NA,1981,NA,243,WLD
244.1981,Samoa,NA,NA,NA,1981,NA,244,WSM
245.1981,"Yemen, Rep.",NA,NA,NA,1981,NA,245,YEM
246.1981,South Africa,NA,NA,NA,1981,NA,246,ZAF
247.1981,"Congo, Dem. Rep.",NA,NA,NA,1981,NA,247,COD
248.1981,Zambia,NA,NA,NA,1981,NA,248,ZMB
249.1981,Zimbabwe,NA,NA,NA,1981,NA,249,ZWE
1.1982,Aruba,NA,NA,NA,1982,NA,1,ABW
2.1982,Andorra,NA,NA,NA,1982,NA,2,AND
3.1982,Afghanistan,NA,NA,NA,1982,NA,3,AFG
4.1982,Angola,NA,NA,NA,1982,NA,4,AGO
5.1982,Albania,NA,NA,NA,1982,NA,5,ALB
6.1982,Arab World,NA,NA,NA,1982,NA,6,ARB
7.1982,United Arab Emirates,NA,NA,NA,1982,NA,7,ARE
8.1982,Argentina,NA,NA,NA,1982,NA,8,ARG
9.1982,Armenia,NA,NA,NA,1982,NA,9,ARM
10.1982,American Samoa,NA,NA,NA,1982,NA,10,ASM
11.1982,Antigua and Barbuda,NA,NA,NA,1982,NA,11,ATG
12.1982,Australia,NA,NA,NA,1982,NA,12,AUS
13.1982,Austria,NA,NA,NA,1982,NA,13,AUT
14.1982,Azerbaijan,NA,NA,NA,1982,NA,14,AZE
15.1982,Burundi,NA,NA,NA,1982,NA,15,BDI
16.1982,Belgium,NA,NA,NA,1982,NA,16,BEL
17.1982,Benin,NA,NA,NA,1982,NA,17,BEN
18.1982,Burkina Faso,NA,NA,NA,1982,NA,18,BFA
19.1982,Bangladesh,NA,NA,NA,1982,NA,19,BGD
20.1982,Bulgaria,NA,NA,NA,1982,NA,20,BGR
21.1982,Bahrain,NA,NA,NA,1982,NA,21,BHR
22.1982,"Bahamas, The",NA,NA,NA,1982,NA,22,BHS
23.1982,Bosnia and Herzegovina,NA,NA,NA,1982,NA,23,BIH
24.1982,Belarus,NA,NA,NA,1982,NA,24,BLR
25.1982,Belize,NA,NA,NA,1982,NA,25,BLZ
26.1982,Bermuda,NA,NA,NA,1982,NA,26,BMU
27.1982,Bolivia,NA,NA,NA,1982,NA,27,BOL
28.1982,Brazil,NA,NA,NA,1982,NA,28,BRA
29.1982,Barbados,NA,NA,NA,1982,NA,29,BRB
30.1982,Brunei Darussalam,NA,NA,NA,1982,NA,30,BRN
31.1982,Bhutan,NA,NA,NA,1982,NA,31,BTN
32.1982,Botswana,NA,NA,NA,1982,NA,32,BWA
33.1982,Central African Republic,NA,NA,NA,1982,NA,33,CAF
34.1982,Canada,NA,NA,NA,1982,NA,34,CAN
35.1982,Central Europe and the Baltics,NA,NA,NA,1982,NA,35,CEB
36.1982,Switzerland,NA,NA,NA,1982,NA,36,CHE
37.1982,Channel Islands,NA,NA,NA,1982,NA,37,CHI
38.1982,Chile,NA,NA,NA,1982,NA,38,CHL
39.1982,China,NA,NA,NA,1982,NA,39,CHN
40.1982,Cote d'Ivoire,NA,NA,NA,1982,NA,40,CIV
41.1982,Cameroon,NA,NA,NA,1982,NA,41,CMR
42.1982,"Congo, Rep.",NA,NA,NA,1982,NA,42,COG
43.1982,Colombia,NA,NA,NA,1982,NA,43,COL
44.1982,Comoros,NA,NA,NA,1982,NA,44,COM
45.1982,Cabo Verde,NA,NA,NA,1982,NA,45,CPV
46.1982,Costa Rica,NA,NA,NA,1982,NA,46,CRI
47.1982,Caribbean small states,NA,NA,NA,1982,NA,47,CSS
48.1982,Cuba,NA,NA,NA,1982,NA,48,CUB
49.1982,Curacao,NA,NA,NA,1982,NA,49,CUW
50.1982,Cayman Islands,NA,NA,NA,1982,NA,50,CYM
51.1982,Cyprus,NA,NA,NA,1982,NA,51,CYP
52.1982,Czech Republic,NA,NA,NA,1982,NA,52,CZE
53.1982,Germany,NA,NA,NA,1982,NA,53,DEU
54.1982,Djibouti,NA,NA,NA,1982,NA,54,DJI
55.1982,Dominica,NA,NA,NA,1982,NA,55,DMA
56.1982,Denmark,NA,NA,NA,1982,NA,56,DNK
57.1982,Dominican Republic,NA,NA,NA,1982,NA,57,DOM
58.1982,Algeria,NA,NA,NA,1982,NA,58,DZA
59.1982,East Asia & Pacific (developing only),NA,NA,NA,1982,NA,59,EAP
60.1982,East Asia & Pacific (all income levels),NA,NA,NA,1982,NA,60,EAS
61.1982,Europe & Central Asia (developing only),NA,NA,NA,1982,NA,61,ECA
62.1982,Europe & Central Asia (all income levels),NA,NA,NA,1982,NA,62,ECS
63.1982,Ecuador,NA,NA,NA,1982,NA,63,ECU
64.1982,"Egypt, Arab Rep.",NA,NA,NA,1982,NA,64,EGY
65.1982,Euro area,NA,NA,NA,1982,NA,65,EMU
66.1982,Eritrea,NA,NA,NA,1982,NA,66,ERI
67.1982,Spain,NA,NA,NA,1982,NA,67,ESP
68.1982,Estonia,NA,NA,NA,1982,NA,68,EST
69.1982,Ethiopia,NA,NA,NA,1982,NA,69,ETH
70.1982,European Union,NA,NA,NA,1982,NA,70,EUU
71.1982,Fragile and conflict affected situations,NA,NA,NA,1982,NA,71,FCS
72.1982,Finland,NA,NA,NA,1982,NA,72,FIN
73.1982,Fiji,NA,NA,NA,1982,NA,73,FJI
74.1982,France,NA,NA,NA,1982,NA,74,FRA
75.1982,Faeroe Islands,NA,NA,NA,1982,NA,75,FRO
76.1982,"Micronesia, Fed. Sts.",NA,NA,NA,1982,NA,76,FSM
77.1982,Gabon,NA,NA,NA,1982,NA,77,GAB
78.1982,United Kingdom,NA,NA,NA,1982,NA,78,GBR
79.1982,Georgia,NA,NA,NA,1982,NA,79,GEO
80.1982,Ghana,NA,NA,NA,1982,NA,80,GHA
81.1982,Guinea,NA,NA,NA,1982,NA,81,GIN
82.1982,"Gambia, The",NA,NA,NA,1982,NA,82,GMB
83.1982,Guinea-Bissau,NA,NA,NA,1982,NA,83,GNB
84.1982,Equatorial Guinea,NA,NA,NA,1982,NA,84,GNQ
85.1982,Greece,NA,NA,NA,1982,NA,85,GRC
86.1982,Grenada,NA,NA,NA,1982,NA,86,GRD
87.1982,Greenland,NA,NA,NA,1982,NA,87,GRL
88.1982,Guatemala,NA,NA,NA,1982,NA,88,GTM
89.1982,Guam,NA,NA,NA,1982,NA,89,GUM
90.1982,Guyana,NA,NA,NA,1982,NA,90,GUY
91.1982,High income,NA,NA,NA,1982,NA,91,HIC
92.1982,"Hong Kong SAR, China",NA,NA,NA,1982,NA,92,HKG
93.1982,Honduras,NA,NA,NA,1982,NA,93,HND
94.1982,Heavily indebted poor countries (HIPC),NA,NA,NA,1982,NA,94,HPC
95.1982,Croatia,NA,NA,NA,1982,NA,95,HRV
96.1982,Haiti,NA,NA,NA,1982,NA,96,HTI
97.1982,Hungary,NA,NA,NA,1982,NA,97,HUN
98.1982,Indonesia,NA,NA,NA,1982,NA,98,IDN
99.1982,Isle of Man,NA,NA,NA,1982,NA,99,IMN
100.1982,India,NA,NA,NA,1982,NA,100,IND
101.1982,Not classified,NA,NA,NA,1982,NA,101,INX
102.1982,Ireland,NA,NA,NA,1982,NA,102,IRL
103.1982,"Iran, Islamic Rep.",NA,NA,NA,1982,NA,103,IRN
104.1982,Iraq,NA,NA,NA,1982,NA,104,IRQ
105.1982,Iceland,NA,NA,NA,1982,NA,105,ISL
106.1982,Israel,NA,NA,NA,1982,NA,106,ISR
107.1982,Italy,NA,NA,NA,1982,NA,107,ITA
108.1982,Jamaica,NA,NA,NA,1982,NA,108,JAM
109.1982,Jordan,NA,NA,NA,1982,NA,109,JOR
110.1982,Japan,NA,NA,NA,1982,NA,110,JPN
111.1982,Kazakhstan,NA,NA,NA,1982,NA,111,KAZ
112.1982,Kenya,NA,NA,NA,1982,NA,112,KEN
113.1982,Kyrgyz Republic,NA,NA,NA,1982,NA,113,KGZ
114.1982,Cambodia,NA,NA,NA,1982,NA,114,KHM
115.1982,Kiribati,NA,NA,NA,1982,NA,115,KIR
116.1982,St. Kitts and Nevis,NA,NA,NA,1982,NA,116,KNA
117.1982,"Korea, Rep.",NA,NA,NA,1982,NA,117,KOR
118.1982,Kosovo,NA,NA,NA,1982,NA,118,0
119.1982,Kuwait,NA,NA,NA,1982,NA,119,KWT
120.1982,Latin America & Caribbean (developing only),NA,NA,NA,1982,NA,120,LAC
121.1982,Lao PDR,NA,NA,NA,1982,NA,121,LAO
122.1982,Lebanon,NA,NA,NA,1982,NA,122,LBN
123.1982,Liberia,NA,NA,NA,1982,NA,123,LBR
124.1982,Libya,NA,NA,NA,1982,NA,124,LBY
125.1982,St. Lucia,NA,NA,NA,1982,NA,125,LCA
126.1982,Latin America & Caribbean (all income levels),NA,NA,NA,1982,NA,126,LCN
127.1982,Least developed countries: UN classification,NA,NA,NA,1982,NA,127,LDC
128.1982,Low income,NA,NA,NA,1982,NA,128,LIC
129.1982,Liechtenstein,NA,NA,NA,1982,NA,129,LIE
130.1982,Sri Lanka,NA,NA,NA,1982,NA,130,LKA
131.1982,Lower middle income,NA,NA,NA,1982,NA,131,LMC
132.1982,Low & middle income,NA,NA,NA,1982,NA,132,LMY
133.1982,Lesotho,NA,NA,NA,1982,NA,133,LSO
134.1982,Lithuania,NA,NA,NA,1982,NA,134,LTU
135.1982,Luxembourg,NA,NA,NA,1982,NA,135,LUX
136.1982,Latvia,NA,NA,NA,1982,NA,136,LVA
137.1982,"Macao SAR, China",NA,NA,NA,1982,NA,137,MAC
138.1982,St. Martin (French part),NA,NA,NA,1982,NA,138,MAF
139.1982,Morocco,NA,NA,NA,1982,NA,139,MAR
140.1982,Monaco,NA,NA,NA,1982,NA,140,MCO
141.1982,Moldova,NA,NA,NA,1982,NA,141,MDA
142.1982,Madagascar,NA,NA,NA,1982,NA,142,MDG
143.1982,Maldives,NA,NA,NA,1982,NA,143,MDV
144.1982,Middle East & North Africa (all income levels),NA,NA,NA,1982,NA,144,MEA
145.1982,Mexico,NA,NA,NA,1982,NA,145,MEX
146.1982,Marshall Islands,NA,NA,NA,1982,NA,146,MHL
147.1982,Middle income,NA,NA,NA,1982,NA,147,MIC
148.1982,"Macedonia, FYR",NA,NA,NA,1982,NA,148,MKD
149.1982,Mali,NA,NA,NA,1982,NA,149,MLI
150.1982,Malta,NA,NA,NA,1982,NA,150,MLT
151.1982,Myanmar,NA,NA,NA,1982,NA,151,MMR
152.1982,Middle East & North Africa (developing only),NA,NA,NA,1982,NA,152,MNA
153.1982,Montenegro,NA,NA,NA,1982,NA,153,MNE
154.1982,Mongolia,NA,NA,NA,1982,NA,154,MNG
155.1982,Northern Mariana Islands,NA,NA,NA,1982,NA,155,MNP
156.1982,Mozambique,NA,NA,NA,1982,NA,156,MOZ
157.1982,Mauritania,NA,NA,NA,1982,NA,157,MRT
158.1982,Mauritius,NA,NA,NA,1982,NA,158,MUS
159.1982,Malawi,NA,NA,NA,1982,NA,159,MWI
160.1982,Malaysia,NA,NA,NA,1982,NA,160,MYS
161.1982,North America,NA,NA,NA,1982,NA,161,NAC
162.1982,Namibia,NA,NA,NA,1982,NA,162,NAM
163.1982,New Caledonia,NA,NA,NA,1982,NA,163,NCL
164.1982,Niger,NA,NA,NA,1982,NA,164,NER
165.1982,Nigeria,NA,NA,NA,1982,NA,165,NGA
166.1982,Nicaragua,NA,NA,NA,1982,NA,166,NIC
167.1982,Netherlands,NA,NA,NA,1982,NA,167,NLD
168.1982,High income: nonOECD,NA,NA,NA,1982,NA,168,NOC
169.1982,Norway,NA,NA,NA,1982,NA,169,NOR
170.1982,Nepal,NA,NA,NA,1982,NA,170,NPL
171.1982,New Zealand,NA,NA,NA,1982,NA,171,NZL
172.1982,High income: OECD,NA,NA,NA,1982,NA,172,OEC
173.1982,OECD members,NA,NA,NA,1982,NA,173,OED
174.1982,Oman,NA,NA,NA,1982,NA,174,OMN
175.1982,Other small states,NA,NA,NA,1982,NA,175,OSS
176.1982,Pakistan,NA,NA,NA,1982,NA,176,PAK
