CountryName,Year,Value,hash
Uruguay,2008,5,66b989
"Venezuela, RB",2008,5,6cba5d
Samoa,2008,5,f56806
South Africa,2008,5,35fda1
United Arab Emirates,2009,5,d115b8
Argentina,2009,5,354bf9
Azerbaijan,2009,5,213598
Brazil,2009,5,37497a
Barbados,2009,5,93409a
Brunei Darussalam,2009,5,d1a713
Chile,2009,5,349507
Cuba,2009,5,c484b1
"Egypt, Arab Rep.",2009,5,ff11f8
Fiji,2009,5,bbb7ef
Gabon,2009,5,a06dcd
Jordan,2009,5,674027
Kazakhstan,2009,5,2f36b6
Kiribati,2009,5,3f57ad
"Korea, Rep.",2009,5,89088f
Kuwait,2009,5,93295b
Lebanon,2009,5,5caa7f
Mexico,2009,5,41937b
Malaysia,2009,5,ff3ea3
Saudi Arabia,2009,5,6f49c3
Turkmenistan,2009,5,1f8dc1
Tunisia,2009,5,edf404
Turkey,2009,5,d7153e
Uruguay,2009,5,66b989
"Venezuela, RB",2009,5,6cba5d
Samoa,2009,5,f56806
South Africa,2009,5,35fda1
United Arab Emirates,2010,5,d115b8
Argentina,2010,5,354bf9
Azerbaijan,2010,5,213598
Brazil,2010,5,37497a
Barbados,2010,5,93409a
Brunei Darussalam,2010,5,d1a713
Chile,2010,5,349507
Cuba,2010,5,c484b1
"Egypt, Arab Rep.",2010,5,ff11f8
Fiji,2010,5,bbb7ef
Gabon,2010,5,a06dcd
Jordan,2010,5,674027
Kazakhstan,2010,5,2f36b6
Kiribati,2010,5,3f57ad
"Korea, Rep.",2010,5,89088f
Kuwait,2010,5,93295b
Lebanon,2010,5,5caa7f
Mexico,2010,5,41937b
Mali,2010,5,daa6a4
Mauritius,2010,5,26160d
Malaysia,2010,5,ff3ea3
Saudi Arabia,2010,5,6f49c3
Turkmenistan,2010,5,1f8dc1
Tunisia,2010,5,edf404
Turkey,2010,5,d7153e
Uruguay,2010,5,66b989
"Venezuela, RB",2010,5,6cba5d
Samoa,2010,5,f56806
South Africa,2010,5,35fda1
United Arab Emirates,2011,5,d115b8
Argentina,2011,5,354bf9
Azerbaijan,2011,5,213598
Brazil,2011,5,37497a
Barbados,2011,5,93409a
Brunei Darussalam,2011,5,d1a713
Chile,2011,5,349507
Cuba,2011,5,c484b1
Algeria,2011,5,bd6acc
"Egypt, Arab Rep.",2011,5,ff11f8
Fiji,2011,5,bbb7ef
Gabon,2011,5,a06dcd
Jordan,2011,5,674027
Kazakhstan,2011,5,2f36b6
Kiribati,2011,5,3f57ad
"Korea, Rep.",2011,5,89088f
Kuwait,2011,5,93295b
Lebanon,2011,5,5caa7f
Mexico,2011,5,41937b
Mali,2011,5,daa6a4
Mauritius,2011,5,26160d
Malaysia,2011,5,ff3ea3
Saudi Arabia,2011,5,6f49c3
Turkmenistan,2011,5,1f8dc1
Tunisia,2011,5,edf404
Turkey,2011,5,d7153e
Uruguay,2011,5,66b989
"Venezuela, RB",2011,5,6cba5d
Samoa,2011,5,f56806
South Africa,2011,5,35fda1
United Arab Emirates,2012,5,d115b8
Argentina,2012,5,354bf9
Azerbaijan,2012,5,213598
Brazil,2012,5,37497a
Barbados,2012,5,93409a
Brunei Darussalam,2012,5,d1a713
Chile,2012,5,349507
Cuba,2012,5,c484b1
Algeria,2012,5,bd6acc
"Egypt, Arab Rep.",2012,5,ff11f8
Fiji,2012,5,bbb7ef
Gabon,2012,5,a06dcd
Ghana,2012,5,317dba
Jordan,2012,5,674027
Kazakhstan,2012,5,2f36b6
Kiribati,2012,5,3f57ad
"Korea, Rep.",2012,5,89088f
Kuwait,2012,5,93295b
Lebanon,2012,5,5caa7f
Morocco,2012,5,32e087
Mexico,2012,5,41937b
Mali,2012,5,daa6a4
Mauritius,2012,5,26160d
Malaysia,2012,5,ff3ea3
Saudi Arabia,2012,5,6f49c3
Turkmenistan,2012,5,1f8dc1
Tunisia,2012,5,edf404
Turkey,2012,5,d7153e
Uruguay,2012,5,66b989
"Venezuela, RB",2012,5,6cba5d
Samoa,2012,5,f56806
South Africa,2012,5,35fda1
United Arab Emirates,2013,5,d115b8
Argentina,2013,5,354bf9
Azerbaijan,2013,5,213598
Brazil,2013,5,37497a
Barbados,2013,5,93409a
Brunei Darussalam,2013,5,d1a713
Chile,2013,5,349507
Cuba,2013,5,c484b1
Algeria,2013,5,bd6acc
"Egypt, Arab Rep.",2013,5,ff11f8
Fiji,2013,5,bbb7ef
Gabon,2013,5,a06dcd
Ghana,2013,5,317dba
"Iran, Islamic Rep.",2013,5,e3f25e
Jordan,2013,5,674027
Kazakhstan,2013,5,2f36b6
Kiribati,2013,5,3f57ad
"Korea, Rep.",2013,5,89088f
Kuwait,2013,5,93295b
Lebanon,2013,5,5caa7f
Morocco,2013,5,32e087
Mexico,2013,5,41937b
Mali,2013,5,daa6a4
Mauritius,2013,5,26160d
Malaysia,2013,5,ff3ea3
Saudi Arabia,2013,5,6f49c3
Turkmenistan,2013,5,1f8dc1
Tunisia,2013,5,edf404
Turkey,2013,5,d7153e
Uruguay,2013,5,66b989
"Venezuela, RB",2013,5,6cba5d
Samoa,2013,5,f56806
South Africa,2013,5,35fda1
"Iran, Islamic Rep.",1991,5.1,e3f25e
Malaysia,1991,5.1,ff3ea3
Uruguay,1994,5.1,66b989
South Africa,1994,5.1,35fda1
Uruguay,1997,5.1,66b989
Chile,1999,5.1,349507
Kiribati,1999,5.1,3f57ad
Costa Rica,2001,5.1,1bf429
Kazakhstan,2003,5.1,2f36b6
Turkmenistan,2006,5.1,1f8dc1
Mauritius,2009,5.1,26160d
Algeria,2010,5.1,bd6acc
Ghana,2011,5.1,317dba
Costa Rica,1991,5.2,1bf429
South Africa,1995,5.2,35fda1
Uruguay,1996,5.2,66b989
Fiji,1997,5.2,bbb7ef
Chile,1998,5.2,349507
Costa Rica,2000,5.2,1bf429
"Iran, Islamic Rep.",2000,5.2,e3f25e
Barbados,2001,5.2,93409a
Samoa,2001,5.2,f56806
Belize,2007,5.2,42ab0c
Costa Rica,2007,5.2,1bf429
Costa Rica,2008,5.2,1bf429
Mauritius,2008,5.2,26160d
Morocco,2011,5.2,32e087
Fiji,1994,5.3,bbb7ef
Fiji,1995,5.3,bbb7ef
Chile,1997,5.3,349507
South Africa,1999,5.3,35fda1
Belize,2002,5.3,42ab0c
Mexico,2005,5.3,41937b
Mauritius,2007,5.3,26160d
Barbados,2008,5.3,93409a
Costa Rica,2009,5.3,1bf429
Mali,2009,5.3,daa6a4
Costa Rica,2010,5.3,1bf429
Morocco,2010,5.3,32e087
Costa Rica,2011,5.3,1bf429
Costa Rica,1992,5.4,1bf429
Costa Rica,1993,5.4,1bf429
Costa Rica,1994,5.4,1bf429
Costa Rica,1995,5.4,1bf429
Fiji,1996,5.4,bbb7ef
Kuwait,1996,5.4,93295b
South Africa,1996,5.4,35fda1
Barbados,2002,5.4,93409a
Costa Rica,2002,5.4,1bf429
Mexico,2003,5.4,41937b
Kazakhstan,2004,5.4,2f36b6
Mauritius,2006,5.4,26160d
Morocco,2009,5.4,32e087
Jordan,1991,5.5,674027
Chile,1996,5.5,349507
Mexico,1998,5.5,41937b
South Africa,1998,5.5,35fda1
Gabon,1999,5.5,a06dcd
Mexico,2004,5.5,41937b
Kazakhstan,2005,5.5,2f36b6
Turkmenistan,2005,5.5,1f8dc1
Morocco,2006,5.5,32e087
Morocco,2007,5.5,32e087
Morocco,2008,5.5,32e087
Nigeria,2010,5.5,9742d0
Costa Rica,2012,5.5,1bf429
"Iran, Islamic Rep.",2012,5.5,e3f25e
Costa Rica,1996,5.6,1bf429
South Africa,1997,5.6,35fda1
Kiribati,1998,5.6,3f57ad
Costa Rica,1999,5.6,1bf429
Cuba,2000,5.6,c484b1
"Iran, Islamic Rep.",2001,5.6,e3f25e
Morocco,2005,5.6,32e087
Mauritius,2005,5.6,26160d
Costa Rica,2006,5.6,1bf429
Belize,2008,5.6,42ab0c
Algeria,2009,5.6,bd6acc
Nigeria,2009,5.6,9742d0
Cuba,1991,5.7,c484b1
Fiji,1993,5.7,bbb7ef
Uruguay,1993,5.7,66b989
Nigeria,2008,5.7,9742d0
Nigeria,2011,5.7,9742d0
Armenia,2013,5.7,5f4599
St. Vincent and the Grenadines,2013,5.7,68d122
Jordan,1992,5.8,674027
Chile,1995,5.8,349507
Costa Rica,1997,5.8,1bf429
Mexico,1997,5.8,41937b
Morocco,2004,5.8,32e087
Mauritius,2004,5.8,26160d
Uzbekistan,2013,5.8,db800e
Morocco,1991,5.9,32e087
Kiribati,1997,5.9,3f57ad
Uzbekistan,1997,5.9,db800e
Costa Rica,1998,5.9,1bf429
Belize,2001,5.9,42ab0c
Costa Rica,2003,5.9,1bf429
Nigeria,2007,5.9,9742d0
Belize,2009,5.9,42ab0c
Vanuatu,2009,5.9,d16ad2
Belize,2010,5.9,42ab0c
Belize,2011,5.9,42ab0c
Costa Rica,2013,5.9,1bf429
Jordan,2001,6,674027
Barbados,2003,6,93409a
Costa Rica,2005,6,1bf429
Georgia,2006,6,9113c6
Ghana,2010,6,317dba
Vanuatu,2010,6,d16ad2
"Iran, Islamic Rep.",2011,6,e3f25e
"Gambia, The",2012,6,541212
Nigeria,2012,6,9742d0
St. Vincent and the Grenadines,2012,6,68d122
"Gambia, The",2013,6,541212
Kyrgyz Republic,2013,6,1407c0
Fiji,1992,6.1,bbb7ef
Kiribati,1996,6.1,3f57ad
Mexico,1996,6.1,41937b
"Iran, Islamic Rep.",2002,6.1,e3f25e
Morocco,2003,6.1,32e087
Mauritius,2003,6.1,26160d
Brazil,2004,6.1,37497a
Costa Rica,2004,6.1,1bf429
Armenia,2008,6.1,5f4599
Algeria,2008,6.1,bd6acc
Vanuatu,2008,6.1,d16ad2
Armenia,2009,6.1,5f4599
Belize,2012,6.1,42ab0c
Morocco,1998,6.2,32e087
Morocco,1999,6.2,32e087
Maldives,2013,6.2,213cb2
Uruguay,1992,6.3,66b989
Chile,1994,6.3,349507
Kiribati,1994,6.3,3f57ad
Kiribati,1995,6.3,3f57ad
Barbados,2004,6.3,93409a
Turkmenistan,2004,6.3,1f8dc1
Georgia,2005,6.3,9113c6
Barbados,2007,6.3,93409a
St. Vincent and the Grenadines,2011,6.3,68d122
Vanuatu,2011,6.3,d16ad2
Mexico,1995,6.4,41937b
Mauritius,2002,6.4,26160d
"Iran, Islamic Rep.",2003,6.4,e3f25e
Nigeria,2006,6.4,9742d0
Algeria,2007,6.4,bd6acc
Georgia,2007,6.4,9113c6
Mali,2008,6.4,daa6a4
"Iran, Islamic Rep.",2010,6.4,e3f25e
Armenia,2012,6.4,5f4599
Nigeria,2013,6.4,9742d0
Morocco,1997,6.5,32e087
Gabon,1998,6.5,a06dcd
Morocco,2000,6.5,32e087
Morocco,2002,6.5,32e087
"Iran, Islamic Rep.",2004,6.5,e3f25e
"Iran, Islamic Rep.",2005,6.5,e3f25e
Vanuatu,2007,6.5,d16ad2
"Iran, Islamic Rep.",2009,6.5,e3f25e
Armenia,2010,6.5,5f4599
Kyrgyz Republic,2012,6.5,1407c0
Belize,2013,6.5,42ab0c
Mauritania,2013,6.5,85fa35
Fiji,1991,6.6,bbb7ef
Belize,1994,6.6,42ab0c
Mexico,1994,6.6,41937b
Belize,1995,6.6,42ab0c
Belize,2000,6.6,42ab0c
Samoa,2000,6.6,f56806
Morocco,2001,6.6,32e087
Jamaica,2003,6.6,5eedd6
Jamaica,2004,6.6,5eedd6
"Iran, Islamic Rep.",2006,6.6,e3f25e
"Iran, Islamic Rep.",2007,6.6,e3f25e
"Iran, Islamic Rep.",2008,6.6,e3f25e
Armenia,2011,6.6,5f4599
Kiribati,1992,6.7,3f57ad
Morocco,1992,6.7,32e087
Jordan,1993,6.7,674027
Kiribati,1993,6.7,3f57ad
Mexico,1993,6.7,41937b
Belize,1996,6.7,42ab0c
Mauritius,2001,6.7,26160d
Azerbaijan,2004,6.7,213598
Barbados,2006,6.7,93409a
Armenia,2007,6.7,5f4599
"Venezuela, RB",2007,6.7,6cba5d
Vanuatu,2012,6.7,d16ad2
Pacific island small states,2010,6.748068944,ebe9cb
Pacific island small states,2009,6.750868474,ebe9cb
Pacific island small states,2011,6.798172926,ebe9cb
Mexico,1992,6.8,41937b
Mauritius,1996,6.8,26160d
Mauritius,1997,6.8,26160d
Jamaica,2002,6.8,5eedd6
Jamaica,2005,6.8,5eedd6
Algeria,2006,6.8,bd6acc
Georgia,2008,6.8,9113c6
St. Vincent and the Grenadines,2010,6.8,68d122
Sao Tome and Principe,2013,6.8,6ddcb9
Thailand,2013,6.8,a2b7c1
Pacific island small states,2008,6.871636689,ebe9cb
Mexico,1991,6.9,41937b
Barbados,2005,6.9,93409a
Ghana,2009,6.9,317dba
Pacific island small states,2007,6.960013872,ebe9cb
Belize,1997,7,42ab0c
Mauritius,1998,7,26160d
Belize,1999,7,42ab0c
Jordan,2000,7,674027
Algeria,2005,7,bd6acc
Jamaica,2006,7,5eedd6
Vanuatu,2006,7,d16ad2
"Gambia, The",2011,7,541212
Mauritania,2012,7,85fa35
Pacific island small states,2012,7.029304001,ebe9cb
Chile,1993,7.1,349507
Algeria,1993,7.1,bd6acc
Mauritius,1995,7.1,26160d
Mauritius,2000,7.1,26160d
Nigeria,2005,7.1,9742d0
Pacific island small states,2006,7.110197045,ebe9cb
Algeria,1994,7.2,bd6acc
Morocco,1996,7.2,32e087
Belize,1998,7.2,42ab0c
Mauritius,1999,7.2,26160d
Turkmenistan,2003,7.2,1f8dc1
Algeria,2004,7.2,bd6acc
Jamaica,2007,7.2,5eedd6
Kyrgyz Republic,2011,7.2,1407c0
Mauritania,2011,7.2,85fa35
Maldives,2012,7.2,213cb2
Sao Tome and Principe,2012,7.2,6ddcb9
Uzbekistan,2012,7.2,db800e
Vanuatu,2013,7.2,d16ad2
Pacific island small states,2005,7.242474382,ebe9cb
Belize,1993,7.3,42ab0c
Uzbekistan,1998,7.3,db800e
Jamaica,2001,7.3,5eedd6
St. Vincent and the Grenadines,2009,7.3,68d122
Pacific island small states,2013,7.389088338,ebe9cb
Gabon,1997,7.4,a06dcd
Jordan,1999,7.4,674027
Vanuatu,2005,7.4,d16ad2
Mauritania,2010,7.4,85fa35
Pacific island small states,2004,7.44622888,ebe9cb
Kiribati,1991,7.5,3f57ad
Algeria,1992,7.5,bd6acc
Morocco,1993,7.5,32e087
Jordan,1994,7.5,674027
Jamaica,2008,7.5,5eedd6
Sao Tome and Principe,2011,7.5,6ddcb9
Mauritius,1994,7.6,26160d
Algeria,2003,7.6,bd6acc
Georgia,2009,7.6,9113c6
Pacific island small states,2003,7.640759498,ebe9cb
Algeria,1991,7.7,bd6acc
Algeria,1995,7.7,bd6acc
Morocco,1995,7.7,32e087
Jordan,1998,7.7,674027
Brazil,2003,7.7,37497a
Georgia,2004,7.7,9113c6
Mali,2007,7.7,daa6a4
Jamaica,2000,7.8,5eedd6
Vanuatu,2004,7.8,d16ad2
Jamaica,2009,7.8,5eedd6
Mauritania,2009,7.8,85fa35
Sao Tome and Principe,2010,7.8,6ddcb9
Pacific island small states,2002,7.843774335,ebe9cb
Pacific island small states,2001,7.887943058,ebe9cb
Iraq,1991,7.9,1aed9e
Mauritius,1993,7.9,26160d
Turkmenistan,2002,7.9,1f8dc1
St. Vincent and the Grenadines,2008,7.9,68d122
Jamaica,2010,7.9,5eedd6
Kyrgyz Republic,2010,7.9,1407c0
Jamaica,2011,7.9,5eedd6
Jamaica,2012,7.9,5eedd6
Thailand,2012,7.9,a2b7c1
Jamaica,2013,7.9,5eedd6
Pacific island small states,2000,7.984115968,ebe9cb
Mauritius,1992,8,26160d
Morocco,1994,8,32e087
Algeria,2002,8,bd6acc
Nigeria,2004,8,9742d0
Pacific island small states,1999,8.068364577,ebe9cb
Mauritius,1991,8.1,26160d
Chile,1992,8.1,349507
Jordan,1997,8.1,674027
Vanuatu,2000,8.1,d16ad2
Ghana,2008,8.1,317dba
Sao Tome and Principe,2009,8.1,6ddcb9
Caribbean small states,2013,8.196433237,d243de
Jamaica,1999,8.2,5eedd6
Vanuatu,2001,8.2,d16ad2
Vanuatu,2003,8.2,d16ad2
Armenia,2006,8.2,5f4599
Jordan,1995,8.3,674027
Vanuatu,1999,8.3,d16ad2
Vanuatu,2002,8.3,d16ad2
Suriname,2011,8.3,b17fc6
Uzbekistan,2011,8.3,db800e
Suriname,2012,8.3,b17fc6
Pacific island small states,1998,8.364406571,ebe9cb
Caribbean small states,2012,8.373061833,d243de
Jamaica,1995,8.4,5eedd6
Algeria,1996,8.4,bd6acc
Jamaica,1996,8.4,5eedd6
Jordan,1996,8.4,674027
Jamaica,1997,8.4,5eedd6
Samoa,1999,8.4,f56806
Algeria,2001,8.4,bd6acc
Turkmenistan,2001,8.4,1f8dc1
Maldives,2011,8.4,213cb2
Suriname,2013,8.4,b17fc6
Uruguay,1991,8.5,66b989
Belize,1992,8.5,42ab0c
Gabon,1996,8.5,a06dcd
Jamaica,1998,8.5,5eedd6
St. Vincent and the Grenadines,2007,8.5,68d122
Sao Tome and Principe,2008,8.5,6ddcb9
